date,diesel_driving,diesel_home_heating,super,unleaded_100,unleaded_95,autogas
2019-08-31,1.37,1.081,1.739,1.811,1.596,0.763
2019-09-01,1.37,1.081,1.739,1.811,1.596,0.762
2019-09-02,1.37,1.081,1.739,1.816,1.595,0.762
2019-09-03,1.369,1.081,1.74,1.819,1.594,0.76
2019-09-04,1.369,1.081,1.74,1.818,1.593,0.76
2019-09-05,1.369,1.081,1.73,1.817,1.592,0.76
2019-09-06,1.369,1.081,1.729,1.809,1.591,0.76
2019-09-07,1.368,1.081,1.729,1.808,1.59,0.759
2019-09-08,1.369,1.081,1.729,1.811,1.59,0.759
2019-09-09,1.369,1.081,1.724,1.818,1.59,0.759
2019-09-10,1.369,1.081,1.706,1.816,1.589,0.759
2019-09-11,1.369,1.081,1.712,1.815,1.589,0.758
2019-09-12,1.371,1.081,1.713,1.814,1.589,0.757
2019-09-13,1.372,1.081,1.713,1.807,1.589,0.758
2019-09-14,1.373,1.081,1.742,1.807,1.589,0.758
2019-09-15,1.373,1.081,1.742,1.809,1.589,0.757
2019-09-16,1.374,1.081,1.742,1.815,1.589,0.757
2019-09-17,1.377,1.081,1.775,1.815,1.592,0.758
2019-09-18,1.381,1.081,1.77,1.816,1.597,0.758
2019-09-19,1.386,1.081,1.768,1.816,1.602,0.759
2019-09-20,1.389,1.081,1.773,1.813,1.606,0.76
2019-09-21,1.391,1.081,1.773,1.812,1.608,0.76
2019-09-22,1.392,1.081,1.773,1.813,1.609,0.76
2019-09-23,1.392,1.081,1.773,1.813,1.609,0.76
2019-09-24,1.394,1.081,1.773,1.821,1.612,0.761
2019-09-25,1.395,1.081,1.759,1.821,1.612,0.762
2019-09-26,1.396,1.081,1.754,1.82,1.613,0.762
2019-09-27,1.396,1.081,1.758,1.814,1.612,0.763
2019-09-28,1.396,1.081,1.758,1.813,1.612,0.762
2019-09-29,1.396,1.081,1.758,1.814,1.612,0.762
2019-09-30,1.396,1.081,1.757,1.82,1.611,0.763
2019-10-01,1.395,1.081,1.757,1.82,1.61,0.763
2019-10-02,1.395,1.081,1.757,1.82,1.61,0.763
2019-10-03,1.395,1.081,1.765,1.819,1.609,0.763
2019-10-04,1.394,1.081,1.763,1.815,1.608,0.764
2019-10-05,1.394,1.081,1.763,1.815,1.607,0.764
2019-10-06,1.394,1.081,1.789,1.817,1.607,0.764
2019-10-07,1.392,1.081,1.752,1.824,1.605,0.764
2019-10-08,1.391,1.081,1.769,1.824,1.604,0.764
2019-10-09,1.389,1.081,1.774,1.823,1.602,0.764
2019-10-10,1.388,1.081,1.774,1.821,1.6,0.766
2019-10-11,1.387,1.081,1.792,1.812,1.599,0.765
2019-10-12,1.387,1.081,1.793,1.811,1.598,0.766
2019-10-13,1.386,1.081,1.793,1.812,1.597,0.766
2019-10-14,1.386,1.081,1.788,1.82,1.596,0.768
2019-10-15,1.385,1.037,1.789,1.817,1.595,0.77
2019-10-16,1.384,1.039,1.789,1.816,1.593,0.771
2019-10-17,1.384,1.04,1.789,1.814,1.592,0.773
2019-10-18,1.384,1.04,1.784,1.806,1.59,0.774
2019-10-19,1.384,1.041,1.799,1.806,1.589,0.774
2019-10-20,1.384,1.041,1.8,1.807,1.589,0.775
2019-10-21,1.383,1.041,1.795,1.812,1.587,0.775
2019-10-22,1.383,1.041,1.794,1.811,1.586,0.776
2019-10-23,1.383,1.042,1.794,1.811,1.584,0.777
2019-10-24,1.383,1.042,1.774,1.809,1.583,0.777
2019-10-25,1.383,1.042,1.767,1.802,1.582,0.78
2019-10-26,1.383,1.042,1.767,1.802,1.582,0.781
2019-10-27,1.383,1.043,1.769,1.804,1.582,0.781
2019-10-28,1.383,1.043,1.776,1.81,1.582,0.782
2019-10-29,1.383,1.044,1.776,1.811,1.582,0.783
2019-10-30,1.383,1.045,1.78,1.811,1.583,0.784
2019-10-31,1.383,1.045,1.777,1.81,1.583,0.785
2019-11-01,1.383,1.046,1.771,1.804,1.583,0.786
2019-11-02,1.383,1.045,1.771,1.805,1.584,0.786
2019-11-03,1.383,1.046,1.779,1.808,1.583,0.787
2019-11-04,1.383,1.046,1.773,1.815,1.583,0.786
2019-11-05,1.383,1.045,1.773,1.815,1.584,0.787
2019-11-06,1.383,1.045,1.773,1.816,1.585,0.788
2019-11-07,1.383,1.045,1.768,1.815,1.585,0.789
2019-11-08,1.383,1.046,1.787,1.807,1.586,0.79
2019-11-09,1.383,1.046,1.78,1.808,1.587,0.791
2019-11-10,1.383,1.046,1.78,1.81,1.588,0.791
2019-11-11,1.383,1.046,1.774,1.816,1.588,0.791
2019-11-12,1.383,1.046,1.775,1.817,1.589,0.791
2019-11-13,1.383,1.045,1.786,1.816,1.589,0.791
2019-11-14,1.383,1.045,1.788,1.814,1.589,0.792
2019-11-15,1.383,1.045,1.795,1.807,1.589,0.792
2019-11-16,1.383,1.044,1.795,1.807,1.589,0.792
2019-11-17,1.383,1.045,1.795,1.809,1.589,0.792
2019-11-18,1.383,1.045,1.795,1.816,1.589,0.792
2019-11-19,1.383,1.046,1.788,1.815,1.589,0.792
2019-11-20,1.382,1.046,1.77,1.815,1.589,0.793
2019-11-21,1.383,1.046,1.77,1.812,1.588,0.793
2019-11-22,1.382,1.046,1.761,1.805,1.589,0.794
2019-11-23,1.383,1.046,1.777,1.806,1.59,0.794
2019-11-24,1.383,1.045,1.775,1.808,1.59,0.794
2019-11-25,1.383,1.046,1.767,1.815,1.59,0.795
2019-11-26,1.383,1.046,1.767,1.816,1.591,0.795
2019-11-27,1.383,1.048,1.766,1.816,1.593,0.796
2019-11-28,1.384,1.049,1.766,1.815,1.594,0.797
2019-11-29,1.384,1.051,1.758,1.808,1.596,0.799
2019-11-30,1.385,1.053,1.757,1.808,1.597,0.8
2019-12-01,1.385,1.053,1.757,1.81,1.597,0.8
2019-12-02,1.386,1.054,1.76,1.817,1.597,0.8
2019-12-03,1.385,1.054,1.781,1.817,1.597,0.801
2019-12-04,1.385,1.054,1.781,1.818,1.597,0.801
2019-12-05,1.386,1.054,1.787,1.816,1.597,0.799
2019-12-06,1.386,1.054,1.787,1.81,1.596,0.798
2019-12-07,1.385,1.054,1.787,1.81,1.596,0.798
2019-12-08,1.385,1.054,1.797,1.812,1.596,0.797
2019-12-09,1.385,1.054,1.811,1.817,1.595,0.8
2019-12-10,1.385,1.054,1.81,1.817,1.594,0.8
2019-12-11,1.384,1.054,1.789,1.817,1.594,0.8
2019-12-12,1.384,1.054,1.789,1.815,1.593,0.799
2019-12-13,1.384,1.054,1.789,1.809,1.592,0.8
2019-12-14,1.384,1.054,1.788,1.81,1.592,0.8
2019-12-15,1.384,1.054,1.774,1.812,1.591,0.8
2019-12-16,1.383,1.053,1.763,1.819,1.591,0.8
2019-12-17,1.383,1.053,1.752,1.819,1.59,0.8
2019-12-18,1.382,1.054,1.744,1.817,1.59,0.8
2019-12-19,1.383,1.057,1.726,1.815,1.59,0.8
2019-12-20,1.385,1.06,1.722,1.808,1.591,0.799
2019-12-21,1.387,1.063,1.755,1.808,1.592,0.8
2019-12-22,1.387,1.063,1.755,1.809,1.592,0.8
2019-12-23,1.388,1.065,1.755,1.815,1.593,0.8
2019-12-24,1.389,1.067,1.755,1.817,1.594,0.799
2019-12-25,1.389,1.067,1.755,1.817,1.594,0.8
2019-12-26,1.39,1.067,1.752,1.815,1.594,0.8
2019-12-27,1.39,1.069,1.752,1.809,1.594,0.8
2019-12-28,1.39,1.069,1.752,1.809,1.594,0.8
2019-12-29,1.39,1.069,1.752,1.809,1.594,0.8
2019-12-30,1.393,1.073,1.75,1.815,1.596,0.8
2019-12-31,1.393,1.074,1.756,1.818,1.598,0.8
2020-01-01,1.394,1.075,1.763,1.821,1.599,0.801
2020-01-02,1.394,1.076,1.76,1.821,1.605,0.801
2020-01-03,1.396,1.077,1.763,1.817,1.612,0.806
2020-01-04,1.397,1.079,1.763,1.818,1.615,0.806
2020-01-05,1.398,1.079,1.764,1.82,1.616,0.807
2020-01-06,1.398,1.08,1.722,1.826,1.616,0.807
2020-01-07,1.398,1.08,1.725,1.828,1.618,0.809
2020-01-08,1.399,1.081,1.749,1.83,1.621,0.812
2020-01-09,1.401,1.082,1.749,1.829,1.622,0.813
2020-01-10,1.401,1.082,1.749,1.822,1.623,0.814
2020-01-11,1.401,1.081,1.762,1.822,1.623,0.814
2020-01-12,1.401,1.081,1.762,1.824,1.623,0.814
2020-01-13,1.401,1.081,1.762,1.83,1.623,0.814
2020-01-14,1.4,1.08,1.762,1.83,1.623,0.815
2020-01-15,1.399,1.078,1.76,1.831,1.622,0.815
2020-01-16,1.398,1.076,1.773,1.829,1.622,0.815
2020-01-17,1.398,1.073,1.762,1.822,1.621,0.815
2020-01-18,1.397,1.071,1.765,1.822,1.621,0.815
2020-01-19,1.396,1.07,1.75,1.825,1.621,0.814
2020-01-20,1.395,1.069,1.765,1.833,1.621,0.815
2020-01-21,1.393,1.067,1.772,1.833,1.621,0.816
2020-01-22,1.392,1.065,1.774,1.832,1.621,0.816
2020-01-23,1.391,1.063,1.774,1.832,1.62,0.815
2020-01-24,1.389,1.06,1.733,1.824,1.619,0.816
2020-01-25,1.388,1.059,1.729,1.824,1.619,0.816
2020-01-26,1.387,1.058,1.729,1.826,1.618,0.816
2020-01-27,1.385,1.056,1.729,1.831,1.617,0.816
2020-01-28,1.383,1.052,1.734,1.83,1.615,0.815
2020-01-29,1.379,1.047,1.73,1.827,1.613,0.815
2020-01-30,1.376,1.043,1.73,1.824,1.611,0.814
2020-01-31,1.373,1.04,1.728,1.816,1.608,0.813
2020-02-01,1.371,1.038,1.756,1.816,1.607,0.813
2020-02-02,1.37,1.037,1.756,1.817,1.607,0.814
2020-02-03,1.368,1.034,1.771,1.822,1.605,0.813
2020-02-04,1.365,1.03,1.767,1.821,1.604,0.814
2020-02-05,1.361,1.025,1.767,1.82,1.602,0.814
2020-02-06,1.358,1.021,1.768,1.818,1.601,0.816
2020-02-07,1.355,1.018,1.767,1.81,1.599,0.816
2020-02-08,1.353,1.017,1.767,1.809,1.598,0.816
2020-02-09,1.352,1.016,1.767,1.81,1.597,0.816
2020-02-10,1.351,1.015,1.776,1.816,1.596,0.815
2020-02-11,1.349,1.014,1.776,1.815,1.595,0.815
