address,category,closed_from,closed_to,closed_to_date,district,formatted_add,lat,lng,municipality,notes,retrieval_date,school,school_code,search_coo,status,status_date,latest_update,level,2021-01-11,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,status_match
ΘΕΣΑΛΟΝΙΚΗΣ 33,,2021-01-25,05-02-2021,2021-02-05,,"Thessalonikis, 33 501 00, Greece",40.2959748,21.796956,ΚΟΖΑΝΗΣ,"Ε1 (Ε Τάξη), Ε1 ΑΓΓΛΙΚΑ (Ε Τάξη), Ε1 ΓΕΡΜΑΝΙΚΑ (Ε Τάξη), Ε2 (Ε Τάξη), Ε2 ΑΓΓΛΙΚΑ (Ε Τάξη), Ε2 ΓΑΛΛΙΚΑ (Ε Τάξη), Ε3 (Ε Τάξη), Ε3 ΑΓΓΛΙΚΑ (Ε Τάξη), Ε3 ΓΕΡΜΑΝΙΚΑ (Ε Τάξη), ΕΝΙΣΧΥΤΙΚΗ ΔΙΔΑΣΚΑΛΙΑ Ε΄1 (Ε Τάξη), ΕΝΙΣΧΥΤΙΚΗ ΔΙΔΑΣΚΑΛΙΑ Ε΄2 (Ε Τάξη), ΕΝΙΣΧΥΤΙΚΗ ΔΙΔΑΣΚΑΛΙΑ Ε΄3 (Ε Τάξη), ΤΜΗΜΑ ΕΝΤΑΞΗΣ Ε1 (Ε Τάξη), ΤΜΗΜΑ ΕΝΤΑΞΗΣ Ε2 (Ε Τάξη), ΤΜΗΜΑ ΕΝΤΑΞΗΣ Ε3 (Ε Τάξη) από 25/1 έως και 5/2",2021-01-27,10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΖΑΝΗΣ,9270270.0,"10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΖΑΝΗΣ,ΘΕΣΑΛΟΝΙΚΗΣ 33,ΚΟΖΑΝΗΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-28,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΛΟΦΟΣ ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,,2021-01-28,08-02-2021,2021-02-08,,"Petrogianni 111, Chalkida 341 00, Greece",38.4495838,23.5906456,ΧΑΛΚΙΔΕΩΝ,"ΤΑΞΗ Α (Α Τάξη), ΤΑΞΗ Α ΑΓΓΛΙΚΩΝ (Α Τάξη) από 28/1 έως και 8/2",2021-01-28,14ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΚΙΔΑΣ,9120217.0,"14ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΚΙΔΑΣ,ΛΟΦΟΣ ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΥ,ΧΑΛΚΙΔΕΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΠΡΙΑΜΟΥ 187,,2021-01-21,03-02-2021,2021-02-03,,"Priamou 191, Ilion 131 22, Greece",38.0392403,23.7071332,ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ),"A1 (Α Τάξη), ΑΓΓΛΙΚΑ Α1 (Α Τάξη) από 21/1 έως και 3/2",2021-01-28,15ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,9050901.0,"15ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,ΠΡΙΑΜΟΥ 187,ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ)",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΠΑΡΑΛΙΑ ΔΙΟΝΥΣΙΟΥ,,2021-01-27,09-02-2021,2021-02-09,,"Paralia Dionisiou 632 00, Greece",40.249778,23.2492713,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,"ΑΓΓΛΙΚΑ Γ (Γ Τάξη), Γ (Γ Τάξη), Ζ0*Γ1 (Γ Τάξη), Ζ1*Γ1 (Γ Τάξη), Ζ2*Γ1 (Γ Τάξη) από 27/1 έως και 9/2",2021-01-28,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΡΑΛΙΑΣ ΔΙΟΝΥΣΙΟΥ,9490158.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΡΑΛΙΑΣ ΔΙΟΝΥΣΙΟΥ,ΠΑΡΑΛΙΑ ΔΙΟΝΥΣΙΟΥ,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
Ν. ΤΡΙΓΛΙΑ,,2021-01-28,10-02-2021,2021-02-10,,"Nea Triglia 630 79, Greece",40.3060821,23.2075168,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,"ΑΓΓΛΙΚΑ Δ ΤΑΞΗ (Δ Τάξη), Δ ΤΑΞΗ (Δ Τάξη), ΤΜΗΜΑ ΕΝΤΑΞΗΣ ΟΜΑΔΑ 3 (Δ Τάξη) από 28/1 έως και 10/2",2021-01-28,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΤΡΙΓΛΙΑΣ,9490033.0,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΕΑΣ ΤΡΙΓΛΙΑΣ,Ν. ΤΡΙΓΛΙΑ,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΚΟΛΟΚΥΘΑ 31,,2021-01-27,09-02-2021,2021-02-09,,"Terpsitheas, Ag. Varvara 123 51, Greece",37.9863581,23.6616788,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,".ΣΤ1 (ΣΤ Τάξη), ΣΤ1 ΑΓΓΛΙΚΑ (ΣΤ Τάξη), ΣΤ1 ΓΑΛΛΙΚΑ (ΣΤ Τάξη) από 27/1 έως και 9/2",2021-01-28,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9050341.0,"6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,ΚΟΛΟΚΥΘΑ 31,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΠΛΑΤΕΙΑ ΠΟΛΙΤΕΙΑΣ,,2021-01-26,08-02-2021,2021-02-08,,"Olimpionikon 2, Kifisia 145 63, Greece",38.0854024,23.8320641,ΚΗΦΙΣΙΑΣ,ΣΤ - 1 (ΣΤ Τάξη) από 26/1 έως και 8/2,2021-01-28,7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΗΦΙΣΙΑΣ,9051371.0,"7ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΗΦΙΣΙΑΣ,ΠΛΑΤΕΙΑ ΠΟΛΙΤΕΙΑΣ,ΚΗΦΙΣΙΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
Δ. Γ. Σκεπάρνη 1Α,,2021-01-21,07-02-2021,2021-02-07,,"Skeparni 1, Ampelokipi 561 23, Greece",40.6494355,22.9248834,ΑΜΠΕΛΟΚΗΠΩΝ-ΜΕΝΕΜΕΝΗΣ,"Α ΤΜΗΜΑ ΕΝΤΑΞΗΣ (Α Τάξη), Ε ΤΜΗΜΑ ΕΝΤΑΞΗΣ (Ε Τάξη), ΣΤ ΤΜΗΜΑ ΕΝΤΑΞΗΣ (ΣΤ Τάξη) από 25/1 έως και 7/2
Ζ0*Α1 (Α Τάξη), Ζ1*Α1 (Α Τάξη), Ζ2*Α2 (Α Τάξη), Β1 (Β Τάξη), Ζ0*Β1 (Β Τάξη), Ζ1*Β1 (Β Τάξη), Ζ2*Β2 (Β Τάξη), Ζ0*Γ2 (Γ Τάξη), Ζ1*Γ2 (Γ Τάξη), Ζ2*Γ1 (Γ Τάξη), Δ ΤΜΗΜΑ ΕΝΤΑΞΗΣ (Δ Τάξη), Ζ0*Δ2 (Δ Τάξη), Ζ1*Δ2 (Δ Τάξη), Ζ2*Δ1 (Δ Τάξη), Ζ0*Ε2 (Ε Τάξη), Ζ1*Ε2 (Ε Τάξη), Ζ2*Ε1 (Ε Τάξη), Ζ0*ΣΤ2 (ΣΤ Τάξη), Ζ2*ΣΤ1 (ΣΤ Τάξη), ΖΕΠ 1 ΣΤ (ΣΤ Τάξη) από 21/1 έως και 3/2",2021-01-28,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΠΕΛΟΚΗΠΩΝ,9190649.0,"8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΜΠΕΛΟΚΗΠΩΝ,Δ. Γ. Σκεπάρνη 1Α,ΑΜΠΕΛΟΚΗΠΩΝ-ΜΕΝΕΜΕΝΗΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΒΕΛΕΣΤΙΝΟ,,2021-01-25,05-02-2021,2021-02-05,,"Velestino 375 00, Greece",39.3821466,22.7408409,ΡΗΓΑ ΦΕΡΑΙΟΥ,"ΑΓΓΛΙΚΑ ΟΛΟΗΜΕΡΟΥ (Α Τάξη), ΑΓΓΛΙΚΑ ΠΡΩΤΗ (Α Τάξη), Ζ0*Α1 (Α Τάξη), Ζ1*Α1 (Α Τάξη), Ζ2*Α1 (Α Τάξη), Ζ2*Α2 (Α Τάξη), ΠΡΩΙΝΗ ΖΩΝΗ (Α Τάξη), ΠΡΩΤΗ (Α Τάξη), ΤΥ ΖΕΠ Ι Α (Α Τάξη) από 25/1 έως και 5/2",2021-01-28,2ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΦΕΡΩΝ-ΒΕΛΕΣΤΙΝΟΥ - ΡΗΓΑΣ ΒΕΛΕΣΤΙΝΛΗΣ,9350261.0,"2ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΦΕΡΩΝ-ΒΕΛΕΣΤΙΝΟΥ - ΡΗΓΑΣ ΒΕΛΕΣΤΙΝΛΗΣ,ΒΕΛΕΣΤΙΝΟ,ΡΗΓΑ ΦΕΡΑΙΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΛΥΚΗ,,2021-01-28,10-02-2021,2021-02-10,,"Ellinon Olimpionikon, Ierapetra 722 00, Greece",35.0169164,25.7418015,ΙΕΡΑΠΕΤΡΑΣ,"ΠΡΟΑΙΡΕΤΙΚΟ Α (ΠΡΟΝΗΠΙΑ-ΝΗΠΙΑ Τάξη), ΥΠΟΧΡΕΩΤΙΚΟ ΠΡΩΙΝΟ Α (ΠΡΟΝΗΠΙΑ-ΝΗΠΙΑ Τάξη) από 28/1 έως και 10/2",2021-01-28,1ο  ΝΗΠΙΑΓΩΓΕΙΟ ΙΕΡΑΠΕΤΡΑΣ,9320002.0,"1ο  ΝΗΠΙΑΓΩΓΕΙΟ ΙΕΡΑΠΕΤΡΑΣ,ΑΛΥΚΗ,ΙΕΡΑΠΕΤΡΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ-ΝΕΟΚΤΙΣΤΑ ΑΣΠΡΟΠΥΡΓΟΣ,,2021-01-27,09-02-2021,2021-02-09,,"Aspropyrgos 193 00, Greece",38.0337139,23.627714,ΑΣΠΡΟΠΥΡΓΟΥ,"ΑΓΓΛΙΚΑ Ε1 (Ε Τάξη), ΓΕΡΜΑΝΙΚΑ Ε1 (Ε Τάξη), Ε1 (Ε Τάξη), Τ.ΕΝΙΣΧ Ε1 (Ε Τάξη) από 27/1 έως και 9/2",2021-01-28,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΣΠΡΟΠΥΡΓΟΥ,9050616.0,"6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΣΠΡΟΠΥΡΓΟΥ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ-ΝΕΟΚΤΙΣΤΑ ΑΣΠΡΟΠΥΡΓΟΣ,ΑΣΠΡΟΠΥΡΓΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΔΡΟΣΕΡΟ,,2021-01-28,10-02-2021,2021-02-10,,"Drosero 671 00, Greece",41.1286525,24.9080844,ΞΑΝΘΗΣ,"ΖΕΠ1 (Β Τάξη), ΖΕΠ2 (Γ Τάξη), ΖΕΠ3 (Δ Τάξη), ΖΕΠ4 (Ε Τάξη), ΖΕΠ5 (ΣΤ Τάξη) από 28/1 έως και 10/2",2021-01-28,20ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΞΑΝΘΗΣ,9521267.0,"20ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΞΑΝΘΗΣ,ΔΡΟΣΕΡΟ,ΞΑΝΘΗΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΣΠΥΡΟΥ ΠΑΤΣΗ 56,,2021-01-28,09-02-2021,2021-01-28,,"Spirou Patsi 56, Athina 118 55, Greece",37.9807502,23.7082508,ΑΘΗΝΑΙΩΝ,"Β1 (Β Τάξη), Β1 ΑΓΓΛΙΚΑ (Β Τάξη) από 28/1 έως και 9/2",2021-01-28,85ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,9050325.0,"85ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΩΝ,ΣΠΥΡΟΥ ΠΑΤΣΗ 56,ΑΘΗΝΑΙΩΝ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-29,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,False
ΧΩΡΙΣ ΟΔΟ,,2021-01-28,10-02-2021,2021-02-10,,"Nea Propontida 632 00, Greece",40.3433423,23.3113602,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,,2021-01-28,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΗΜΑΝΤΡΑ,9490052.0,"1ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΗΜΑΝΤΡΑ,ΧΩΡΙΣ ΟΔΟ,ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΘΕΟΤΟΚΟΠΟΥΛΟΥ 11,,2021-01-26,08-02-2021,2021-02-08,,"Theotokopoulou 11, Didimoticho 683 00, Greece",41.3490526,26.4940719,ΔΙΔΥΜΟΤΕΙΧΟΥ,,2021-01-28,1ο ΝΗΠΙΑΓΩΓΕΙΟ ΔΙΔΥΜΟΤΕΙΧΟΥ,9110065.0,"1ο ΝΗΠΙΑΓΩΓΕΙΟ ΔΙΔΥΜΟΤΕΙΧΟΥ,ΘΕΟΤΟΚΟΠΟΥΛΟΥ 11,ΔΙΔΥΜΟΤΕΙΧΟΥ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΝΕΑΡΧΟΥ 52-54,,2021-01-28,08-02-2021,2021-02-08,,"Nearchou 52, Ilioupoli 163 41, Greece",37.9198162,23.7539715,ΗΛΙΟΥΠΟΛΕΩΣ,A1 (Α Τάξη) από 28/1 έως και 8/2,2021-01-28,ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - NEUE SCHULE Α.Ε.,7051032.0,"ΙΔΙΩΤΙΚΟ ΔΗΜΟΤΙΚΟ - NEUE SCHULE Α.Ε.,ΝΕΑΡΧΟΥ 52-54,ΗΛΙΟΥΠΟΛΕΩΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΡΙΣΤΟΦΑΝΟΥΣ  42,,2021-01-25,05-02-2021,2021-02-05,,"Karaoli Dimitriou, Chalandri 152 32, Greece",38.0192677,23.8005962,ΧΑΛΑΝΔΡΙΟΥ,"Γ ΕΝΤΑΞΗΣ (Γ Τάξη), Γ ΟΛΟΗΜΕΡΟ (ΖΩΝΗ1) (Γ Τάξη), Γ ΟΛΟΗΜΕΡΟ (ΖΩΝΗ2) (Γ Τάξη), Γ ΟΛΟΗΜΕΡΟ (ΣΙΤΙΣΗ) (Γ Τάξη), Γ ΠΡΩΙΝΗ ΖΩΝΗ (Γ Τάξη), Γ1 (Γ Τάξη), Γ1 ΑΓΓΛΙΚΑ (Γ Τάξη), Γ2 (Γ Τάξη), Γ2 ΑΓΓΛΙΚΑ (Γ Τάξη) από 25/1 έως και 5/2",2021-01-28,1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,9050069.0,"1ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΧΑΛΑΝΔΡΙΟΥ,ΑΡΙΣΤΟΦΑΝΟΥΣ  42,ΧΑΛΑΝΔΡΙΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
K.ΚΑΒΑΦΗ  ΤΕΡΜΑ,,2021-01-28,10-02-2021,2021-02-10,,"Karditsa 431 00, Greece",39.3543394,21.9303565,ΚΑΡΔΙΤΣΑΣ,Δ1 (Δ Τάξη) από 28/1 έως και 10/2,2021-01-28,18ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΡΔΙΤΣΑΣ,9220403.0,"18ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΡΔΙΤΣΑΣ,K.ΚΑΒΑΦΗ  ΤΕΡΜΑ,ΚΑΡΔΙΤΣΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΝΙΚΗΤΗ,,2021-01-15,08-02-2021,2021-02-08,,"Nikiti 630 88, Greece",40.2234197,23.6685566,ΣΙΘΩΝΙΑΣ,"Ζ0*ΣΤ2 (ΣΤ Τάξη), Ζ1*ΣΤ2 (ΣΤ Τάξη), Ζ2*ΣΤ2 (ΣΤ Τάξη), ΣΤ ΓΕΡΜΑΝΙΚΩΝ (ΣΤ Τάξη), ΣΤ2 (ΣΤ Τάξη), ΣΤ2 ΑΓΓΛΙΚΩΝ (ΣΤ Τάξη), ΤΜΗΜΑ ΕΝΤΑΞΗΣ ΣΤ (ΣΤ Τάξη) από 15/1 έως και 29/1
ΤΕ Α (Α Τάξη), ΤΕ Β (Β Τάξη), ΤΕ Γ (Γ Τάξη), ΤΕ Δ (Δ Τάξη), ΤΕ Ε (Ε Τάξη) από 26/1 έως και 8/2",2021-01-28,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΙΚΗΤΗΣ,9490039.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΝΙΚΗΤΗΣ,ΝΙΚΗΤΗ,ΣΙΘΩΝΙΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΑΔΡΙΑΝΕΙΟΥ 11,,2021-01-26,10-02-2021,2021-01-28,,"Metamorfosis Municipality 144 52, Greece",38.0685095,23.7667223,ΜΕΤΑΜΟΡΦΩΣΕΩΣ,"Δ2 (Δ Τάξη) από 28/1 έως και 10/2
ΣΤ2 (ΣΤ Τάξη), ΣΤ2 ΑΓΓΛΙΚΑ (ΣΤ Τάξη) από 26/1 έως και 8/2",2021-01-28,5ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΤΑΜΟΡΦΩΣΗΣ,9051844.0,"5ο  ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΕΤΑΜΟΡΦΩΣΗΣ,ΑΔΡΙΑΝΕΙΟΥ 11,ΜΕΤΑΜΟΡΦΩΣΕΩΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-29,Δημοτικά,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Επαναλειτουργία τμημάτων/τάξεων,Επαναλειτουργία τμημάτων/τάξεων,False
ΜΑΚΕΔΟΝΟΜΑΧΩΝ 7,,2021-01-27,09-02-2021,2021-02-09,,"Makedonomachon 7, Eleftherio Kordelio 563 34, Greece",40.6738452,22.8936066,ΚΟΡΔΕΛΙΟΥ-ΕΥΟΣΜΟΥ,"ΕΝΙΣΧ_Β2-Β1 (Β Τάξη), Ζ0_2_Β (Β Τάξη), Ζ1_2_Β (Β Τάξη), Ζ2*Β3 (Β Τάξη), ΠΖ_Β (Β Τάξη), ΤΕ_Β1 (Β Τάξη) από 27/1 έως και 9/2",2021-01-28,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΛΕΥΘΕΡΙΟΥ-ΚΟΡΔΕΛΙΟΥ,9190125.0,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΕΛΕΥΘΕΡΙΟΥ-ΚΟΡΔΕΛΙΟΥ,ΜΑΚΕΔΟΝΟΜΑΧΩΝ 7,ΚΟΡΔΕΛΙΟΥ-ΕΥΟΣΜΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
ΘΟΥΡΙΑ,,2021-01-25,05-02-2021,2021-02-05,,"Thouria 240 09, Greece",37.08344930000001,22.0486318,ΚΑΛΑΜΑΤΑΣ,,2021-01-28,ΝΗΠΙΑΓΩΓΕΙΟ ΘΟΥΡΙΑΣ,9360401.0,"ΝΗΠΙΑΓΩΓΕΙΟ ΘΟΥΡΙΑΣ,ΘΟΥΡΙΑ,ΚΑΛΑΜΑΤΑΣ",Ολική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,Ολική αναστολή,True
ΝΑΥΑΡΙΝΟΥ 4,,2021-01-27,09-02-2021,2021-02-09,,"Navarinou 4, Agii Anargiri 135 62, Greece",38.0339335,23.7230983,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ,1ο ΤΜΗΜΑ (ΠΡΟΝΗΠΙΑ-ΝΗΠΙΑ Τάξη) από 27/1 έως και 9/2,2021-01-28,10ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,9051514.0,"10ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ,ΝΑΥΑΡΙΝΟΥ 4,ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ - ΚΑΜΑΤΕΡΟΥ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Νηπιαγωγεία,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
Μ. ΑΛΕΞΑΝΔΡΟΥ 132,,2021-01-27,09-02-2021,2021-02-09,,"Unnamed Road, Axos 581 00, Greece",40.8031121,22.3621646,ΠΕΛΛΑΣ,"ΖΕΠ Α (Α Τάξη), ΖΕΠ Β (Β Τάξη), ΖΕΠ Ε (Ε Τάξη), ΖΕΠ ΣΤ (ΣΤ Τάξη), ΖΕΠ Γ (Γ Τάξη) από 27/1 έως και 9/2",2021-01-28,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΞΟΥ,9380100.0,"ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΞΟΥ,Μ. ΑΛΕΞΑΝΔΡΟΥ 132,ΠΕΛΛΑΣ",Μερική αναστολή,2021-01-30 15:09:06.356336,2021-01-30,Δημοτικά,,,,,,,,,,,,,,,,,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,Μερική αναστολή,True
