address,area,closed_to,date,formatted_add,label_info,lat,lng,notes,retrieval_date,school,search_coo,status,status_date
ΑΓ.ΝΕΚΤΑΡΙΟΥ ΚΑΙ Γ.ΓΕΝΝΗΜΑΤΑ,ΓΛΥΦΑΔΑΣ,13-11-2020,2020-11-13,"Agiou Nektariou ke Georgiou Gennimata, Glifada 165 61, Greece",Το Στ2,37.8848119,23.774051,Αναστέλλει τη λειτουργία του το ΣΤ2,2020-11-02 13:05:07.644432,8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ,"8ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ,ΑΓ.ΝΕΚΤΑΡΙΟΥ ΚΑΙ Γ.ΓΕΝΝΗΜΑΤΑ,ΓΛΥΦΑΔΑΣ",Μερική αναστολή,2020-11-07
ΑΝΔΡΟΜΑΧΗΣ 17,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,06-11-2020,2020-11-06,"Andromachis 17, Paleo Faliro 175 64, Greece",Το Δ1,37.9334394,23.7051087,Αναστέλλει τη λειτουργία του το Δ1,2020-11-02 13:05:07.644432,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,"4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΑΝΔΡΟΜΑΧΗΣ 17,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΛΙΜΕΝΑΣ ΘΑΣΟΥ,ΘΑΣΟΥ,08-11-2020,2020-11-08,"Thasos 640 04, Greece",Τμήματα Γ Οικονομιας & Γ1 Ιστοριας,40.776934,24.702161,Αναστέλλουν τη λειτουργία τους τα τμήματα Γ ΟΙΚΟΝΟΜΙΑΣ & Γ1 ΙΣΤΟΡΙΑΣ,2020-11-02 13:05:07.644432,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΛΙΜΕΝΑ - ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΛΙΜΕΝΑ ΘΑΣΟΥ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΛΙΜΕΝΑ - ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΛΙΜΕΝΑ ΘΑΣΟΥ,ΛΙΜΕΝΑΣ ΘΑΣΟΥ,ΘΑΣΟΥ",Μερική αναστολή,2020-11-07
ΝΕΑΠΟΛΕΩΣ 5,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,13-11-2020,2020-11-13,"Neapoleos 5, Ag. Paraskevi 153 41, Greece",Τμήματα Β4 & Βθετ1,38.0031279,23.8245679,Αναστέλλουν τη λειτουργία τους τα τμήματα Β4 & ΒΘΕΤ1,2020-11-02 13:05:07.644432,1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,"1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΝΕΑΠΟΛΕΩΣ 5,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ",Μερική αναστολή,2020-11-07
ΥΨΗΛΑΝΤΟΥ - ΠΑΡΘΕΝΩΝΟΣ 2,ΑΛΙΜΟΥ,10-11-2020,2020-11-10,"Υψηλάντου και Παρθενώνος, Alimos 174 55, Greece",Το Β5,37.9147363,23.7201945,Αναστέλλει τη λειτουργία του το Β5,2020-11-02 13:05:07.644432,4ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΙΜΟΥ - ΜΑΚΡΥΓΙΑΝΝΕΙΟ,"4ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΛΙΜΟΥ - ΜΑΚΡΥΓΙΑΝΝΕΙΟ,ΥΨΗΛΑΝΤΟΥ - ΠΑΡΘΕΝΩΝΟΣ 2,ΑΛΙΜΟΥ",Μερική αναστολή,2020-11-07
ΔΕΚΑΤΗΣ ΤΕΤΑΡΤΗΣ ΜΑΪΟΥ 1920 ΤΕΡΜΑ ΚΟΜΟΤΗΝΗ,ΚΟΜΟΤΗΝΗΣ,11-11-2020,2020-11-11,"14is Maiou 14, Komotini 691 00, Greece",Το Α1,41.121202,25.3931145,Αναστέλλει τη λειτουργία του το Α1,2020-11-02 13:05:07.644432,10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΜΟΤΗΝΗΣ,"10ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΜΟΤΗΝΗΣ,ΔΕΚΑΤΗΣ ΤΕΤΑΡΤΗΣ ΜΑΪΟΥ 1920 ΤΕΡΜΑ ΚΟΜΟΤΗΝΗ,ΚΟΜΟΤΗΝΗΣ",Μερική αναστολή,2020-11-07
ΑΡΑΒΗΣΣΟΣ,ΠΕΛΛΑΣ,10-11-2020,2020-11-10,"Epar.Od. Aravissou-Exaplatanou 22, Aravissos 581 00, Greece",Το Β1,40.84554,22.305152,Αναστέλλει τη λειτουργία του το Β1,2020-11-02 13:05:07.644432,1ο ΓΥΜΝΑΣΙΟ ΑΡΑΒΗΣΣΟΥ ΠΕΛΛΑΣ,"1ο ΓΥΜΝΑΣΙΟ ΑΡΑΒΗΣΣΟΥ ΠΕΛΛΑΣ,ΑΡΑΒΗΣΣΟΣ,ΠΕΛΛΑΣ",Μερική αναστολή,2020-11-07
ΜΕΣΟΛΟΓΓΙΟΥ  9,ΚΟΜΟΤΗΝΗΣ,08-11-2020,2020-11-08,"Mesologgiou, Komotini 691 00, Greece",Τα Στ2 & Στ3,41.1259756,25.409965,Αναστέλλουν τη λειτουργία τους τα ΣΤ2 & ΣΤ3,2020-11-02 13:05:07.644432,6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΜΟΤΗΝΗΣ,"6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΟΜΟΤΗΝΗΣ,ΜΕΣΟΛΟΓΓΙΟΥ  9,ΚΟΜΟΤΗΝΗΣ",Μερική αναστολή,2020-11-07
ΑΛΜΩΠΙΑΣ ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,09-11-2020,2020-11-09,"Exaplatanos 580 04, Greece",Τα Γ1 & Γ Ανθρωπιστικων Σπουδων,40.97580260000001,22.135572600000003,Αναστέλλουν τη λειτουργία τους τα Γ1 & Γ ΑΝΘΡΩΠΙΣΤΙΚΩΝ ΣΠΟΥΔΩΝ,2020-11-02 13:05:07.644432,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΕΞΑΠΛΑΤΑΝΟΥ ΠΕΛΛΑΣ - ΜΕΝΕΛΑΟΣ ΛΟΥΝΤΕΜΗΣ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΕΞΑΠΛΑΤΑΝΟΥ ΠΕΛΛΑΣ - ΜΕΝΕΛΑΟΣ ΛΟΥΝΤΕΜΗΣ,ΑΛΜΩΠΙΑΣ ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ",Μερική αναστολή,2020-11-07
ΦΡΥΓΙΑΣ  28,ΚΑΒΑΛΑΣ,08-11-2020,2020-11-08,"Kavala 654 04, Greece",Το 2 Τμημα,40.9259065,24.3818894,Αναστέλλει τη λειτουργία του το 2 ΤΜΗΜΑ,2020-11-02 13:05:07.644432,18ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΒΑΛΑΣ,"18ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΒΑΛΑΣ,ΦΡΥΓΙΑΣ  28,ΚΑΒΑΛΑΣ",Μερική αναστολή,2020-11-07
ΗΡΟΔΟΤΟΥ 8,ΚΑΒΑΛΑΣ,08-11-2020,2020-11-08,"Irodotou 8, Kavala 653 02, Greece",Η Δ Τάξη,40.9428785,24.4080149,Αναστέλλει τη λειτουργία της η Δ τάξη,2020-11-02 13:05:07.644432,14ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΒΑΛΑΣ,"14ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΒΑΛΑΣ,ΗΡΟΔΟΤΟΥ 8,ΚΑΒΑΛΑΣ",Μερική αναστολή,2020-11-07
Μ.ΔΑΛΛΑ 1,ΑΓΙΑΣ,14-11-2020,2020-11-14,"Epar.Od. Agias-Sklithrou 13, Agia 400 03, Greece","Τμήματα Β2, Γ2, Ε1 & Στ1",39.71914140000001,22.7613181,"Αναστέλλουν τη λειτουργία τους τα τμήματα Β2, Γ2, Ε1 & ΣΤ1",2020-11-02 13:05:07.644432,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΓΙΑΣ,Μ.ΔΑΛΛΑ 1,ΑΓΙΑΣ",Μερική αναστολή,2020-11-07
ΚΑΛΛΙΣΘΕΝΟΥΣ 25,ΛΑΡΙΣΑΙΩΝ,14-11-2020,2020-11-14,"Larissa 413 34, Greece",,39.6192523,22.4000907,,2020-11-02 13:05:07.644432,1ο ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ ΓΙΑ ΠΑΙΔΙΑ ΜΕ ΔΙΑΧΥΤΕΣ ΑΝΑΠΤΥΞΙΑΚΕΣ ΔΙΑΤΑΡΑΧΕΣ,"1ο ΕΙΔΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ ΓΙΑ ΠΑΙΔΙΑ ΜΕ ΔΙΑΧΥΤΕΣ ΑΝΑΠΤΥΞΙΑΚΕΣ ΔΙΑΤΑΡΑΧΕΣ,ΚΑΛΛΙΣΘΕΝΟΥΣ 25,ΛΑΡΙΣΑΙΩΝ",Ολική αναστολή,2020-11-07
ΚΟΥΜΟΥΝΔΟΥΡΟΥ 17,ΛΑΡΙΣΑΙΩΝ,13-11-2020,2020-11-13,"21, Koumoundourou 19, Larisa 412 22, Greece",Το Δ2,39.63565820000001,22.4126917,Αναστέλλει τη λειτουργία του το Δ2,2020-11-02 13:05:07.644432,4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,"4ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΑΡΙΣΑΣ,ΚΟΥΜΟΥΝΔΟΥΡΟΥ 17,ΛΑΡΙΣΑΙΩΝ",Μερική αναστολή,2020-11-07
ΑΓ. ΠΑΡΑΣΚΕΥΗΣ 129 & ΚΑΖΑΝΤΖΑΚΗ,ΧΑΛΑΝΔΡΙΟΥ,12-11-2020,2020-11-12,"Αγίας Παρασκευής και, Kazantzaki 129, Chalandri 152 34, Greece","Τμήματα: 12Ης (Γ Λυκείου): Ιστορία Ιβ 2, Αγγλική Λογοτεχνία Ιβ 2, Περιβαντολογικά Συστήματα Και Κοινωνία Ιβ 2, Μαθηματικά- Ανάλυση Και Προσεγγίσεις Ιβ 2 Και 12Η Ταξη: Συμβουλευτικη 7 & Βιολογια Ιβ 2 Έως Και 12/11/2020 ",38.0180441,23.816052,"Αναστέλλουν τη λειτουργία τους : ΤΑΞΗ 11:STEAM 1, DRAMA 1, HEART OF MATH, PERSPECTIVE IN LITERATURE, EARTH AND BEYOND: ASTRONOMY & SPANISH 1 IB ABINITIO εώς και 6/11/2020 και τα τμήματα: 12ης (Γ Λυκείου): Ιστορία ΙΒ 2, Αγγλική Λογοτεχνία ΙΒ 2, Περιβαντολογικά Συστήματα και Κοινωνία ΙΒ 2, Μαθηματικά- Ανάλυση και Προσεγγίσεις ΙΒ 2 και 12η ΤΑΞΗ: ΣΥΜΒΟΥΛΕΥΤΙΚΗ 7 & ΒΙΟΛΟΓΙΑ ΙΒ 2 έως και 12/11/2020 ",2020-11-02 13:05:07.644432,AMERICAN COMMUNITY SCHOOLS OF ΑTHENS (ΛΥΚΕΙΟ),"AMERICAN COMMUNITY SCHOOLS OF ΑTHENS (ΛΥΚΕΙΟ),ΑΓ. ΠΑΡΑΣΚΕΥΗΣ 129 & ΚΑΖΑΝΤΖΑΚΗ,ΧΑΛΑΝΔΡΙΟΥ",Μερική αναστολή,2020-11-07
ΑΡΓΥΡΟΚΑΣΤΡΟΥ 51,ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ),10-11-2020,2020-11-10,"Argirokastrou 51, Ilion 131 23, Greece",Το Στ3 Εώς Και 6/11/2020 Και Το Β2 Έως Και 10/11/2020,38.0400623,23.7020016,Αναστέλλει τη λειτουργία του το ΣΤ3 εώς και 6/11/2020 και το Β2 έως και 10/11/2020,2020-11-02 13:05:07.644432,12ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,"12ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΙΛΙΟΥ,ΑΡΓΥΡΟΚΑΣΤΡΟΥ 51,ΙΛΙΟΥ (ΝΕΩΝ ΛΙΟΣΙΩΝ)",Μερική αναστολή,2020-11-07
ΦΙΛΙΠΠΟΥ 33,ΚΟΜΟΤΗΝΗΣ,12-11-2020,2020-11-12,"Komotini 691 00, Greece",Τμήμα Α5 Εώς Και 3/11/2020 Και Η Β Τάξη Έως Και 12/11/2020,41.1224833,25.3977994,Αναστέλλει τη λειτουργία του το τμήμα Α5 εώς και 3/11/2020 και η Β τάξη έως και 12/11/2020,2020-11-02 13:05:07.644432,3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΟΜΟΤΗΝΗΣ ΡΟΔΟΠΗΣ,"3ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΟΜΟΤΗΝΗΣ ΡΟΔΟΠΗΣ,ΦΙΛΙΠΠΟΥ 33,ΚΟΜΟΤΗΝΗΣ",Μερική αναστολή,2020-11-07
ΓΡΑΤΙΑΝΟΥΠΟΛΕΩΣ 1,ΚΟΜΟΤΗΝΗΣ,09-11-2020,2020-11-09,"Sinopis 4, Komotini 691 00, Greece",Τμήματα Α4 Και Β4,41.1244886,25.3973287,Αναστέλλουν τη λειτουργία τους τα τμήματα Α4 και Β4,2020-11-02 13:05:07.644432,2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΟΜΟΤΗΝΗΣ,"2ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΟΜΟΤΗΝΗΣ,ΓΡΑΤΙΑΝΟΥΠΟΛΕΩΣ 1,ΚΟΜΟΤΗΝΗΣ",Μερική αναστολή,2020-11-07
ΤΕΡΜΑ ΠΕΛΑΓΟΥΣ,ΤΡΙΠΟΛΗΣ,13-11-2020,2020-11-13,"Pelagous, Tripoli 221 00, Greece",Το Α2,37.5150386,22.3881995,Αναστέλλει τη λειτουργία του το Α2,2020-11-02 13:05:07.644432,2ο ΓΥΜΝΑΣΙΟ ΤΡΙΠΟΛΗΣ,"2ο ΓΥΜΝΑΣΙΟ ΤΡΙΠΟΛΗΣ,ΤΕΡΜΑ ΠΕΛΑΓΟΥΣ,ΤΡΙΠΟΛΗΣ",Μερική αναστολή,2020-11-07
ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ 4,ΑΜΥΝΤΑΙΟΥ,10-11-2020,2020-11-10,"Agiou Nikolaou 14, Aminteo 532 00, Greece",Το Α1 Εώς Και 5/11/2020 Και Το Α3 Έως Και 10/11/2020,40.6933938,21.6770437,Αναστέλλει τη λειτουργία του το Α1 εώς και 5/11/2020 και το Α3 έως και 10/11/2020,2020-11-02 13:05:07.644432,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΥΝΤΑΙΟΥ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΜΥΝΤΑΙΟΥ,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ 4,ΑΜΥΝΤΑΙΟΥ",Μερική αναστολή,2020-11-07
Γ. ΜΟΥΡΑ 10,ΛΕΣΒΟΥ,13-11-2020,2020-11-13,"El. Venizelou 22, Lesvos 811 00, Greece",Το Γ2,39.1004319,26.554781,Αναστέλλει τη λειτουργία του το Γ2,2020-11-02 13:05:07.644432,3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΥΤΙΛΗΝΗΣ,"3ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΜΥΤΙΛΗΝΗΣ,Γ. ΜΟΥΡΑ 10,ΛΕΣΒΟΥ",Μερική αναστολή,2020-11-07
1ου Λόχου Ταβουλάρη,ΠΥΛΑΙΑ ΘΕΣΣΑΛΟΝΙΚΗ,11-11-2020,2020-11-11,"Isminis 4, Pilea 555 35, Greece",Τα Α Εξαμηνο Ειδικοτητα Θρησκευτικος Τουρισμος Και Προσκυνηματικες Περιηγησεις,40.5939553,22.9834496,Αναστέλλοουν τη λειτουργία τους τα Α ΕΞΑΜΗΝΟ ΕΙΔΙΚΟΤΗΤΑ ΘΡΗΣΚΕΥΤΙΚΟΣ ΤΟΥΡΙΣΜΟΣ ΚΑΙ ΠΡΟΣΚΥΝΗΜΑΤΙΚΕΣ ΠΕΡΙΗΓΗΣΕΙΣ,2020-11-02 13:05:07.644432,ΙΕΚ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ,"ΙΕΚ ΠΥΛΑΙΑΣ - ΧΟΡΤΙΑΤΗ,1ου Λόχου Ταβουλάρη,ΠΥΛΑΙΑ ΘΕΣΣΑΛΟΝΙΚΗ",Μερική αναστολή,2020-11-07
14ο χλμ. Θεσσαλονίκης-Περαίας (στάση LANA)-,ΘΕΡΜΗΣ,11-11-2020,2020-11-11,"14km Thessaloniki, Peraia, Thermi, 570 01, Greece",Το Γ1 Ειδικοτητα Τεχνικος Τουριστικων Μοναδων Επιχειρησεων Φιλοξενιας,40.54711944,23.01972222,Αναστέλλει τη λειτουργία του το Γ1 ΕΙΔΙΚΟΤΗΤΑ ΤΕΧΝΙΚΟΣ ΤΟΥΡΙΣΤΙΚΩΝ ΜΟΝΑΔΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ ΦΙΛΟΞΕΝΙΑΣ,2020-11-02 13:05:07.644432,ΙΕΚ ΘΕΡΜΗΣ,"ΙΕΚ ΘΕΡΜΗΣ,14ο χλμ. Θεσσαλονίκης-Περαίας (στάση LANA)-,ΘΕΡΜΗΣ",Μερική αναστολή,2020-11-07
Φιλοχώρου 8,ΤΡΙΚΚΑΙΩΝ,12-11-2020,2020-11-12,"Trikala 421 00, Greece",Η Β Τάξη,39.5493483,21.7551567,Αναστέλλει τη λειτουργία της η Β τάξη,2020-11-02 13:05:07.644432,28ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΡΙΚΑΛΩΝ,"28ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΤΡΙΚΑΛΩΝ,Φιλοχώρου 8,ΤΡΙΚΚΑΙΩΝ",Μερική αναστολή,2020-11-07
ΟΛΥΜΠΙΑΣ 1,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ,10-11-2020,2020-11-10,"Trapezountos, Argiroupoli 164 51, Greece","Το Στ2
",37.9146539,23.7522207,"Αναστέλλει τη λειτουργία του το ΣΤ2
",2020-11-02 13:05:07.644432,2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΓΥΡΟΥΠΟΛΗΣ,"2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΓΥΡΟΥΠΟΛΗΣ,ΟΛΥΜΠΙΑΣ 1,ΕΛΛΗΝΙΚΟΥ - ΑΡΓΥΡΟΥΠΟΛΗΣ",Μερική αναστολή,2020-11-07
ΠΑΥΛΟΥ ΜΕΛΑ 2,ΟΡΕΣΤΙΔΟΣ,10-11-2020,2020-11-10,"P. Mela 2, Argos Orestiko 522 00, Greece",Το Α1,40.4493308,21.2620294,Αναστέλλει τη λειτουργία του το Α1,2020-11-02 13:05:07.644432,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ - ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ - ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΡΓΟΥΣ ΟΡΕΣΤΙΚΟΥ,ΠΑΥΛΟΥ ΜΕΛΑ 2,ΟΡΕΣΤΙΔΟΣ",Μερική αναστολή,2020-11-07
ΚΑΡΟΛΟΥ ΝΤΗΛ 24,ΘΕΣΣΑΛΟΝΙΚΗΣ,09-11-2020,2020-11-09,"Karolou Ntil 24, Thessaloniki 546 23, Greece","Τμήματα Α2, Α Αγγλικων & Α Γερμανικων",40.63304979999999,22.9439723,"Αναστέλλουν τη λειτουργία τους τα τμήματα Α2, Α ΑΓΓΛΙΚΩΝ & Α ΓΕΡΜΑΝΙΚΩΝ",2020-11-02 13:05:07.644432,15ο ΓΥΜΝΑΣΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,"15ο ΓΥΜΝΑΣΙΟ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΑΡΟΛΟΥ ΝΤΗΛ 24,ΘΕΣΣΑΛΟΝΙΚΗΣ",Μερική αναστολή,2020-11-07
ΑΓΙΑΣ ΜΑΡΙΝΗΣ 21,ΑΣΠΡΟΠΥΡΓΟΥ,05-11-2020,2020-11-05,"Agias Marinas 21, Aspropirgos 193 00, Greece",,38.0624563,23.58278,,2020-11-02 13:05:07.644432,1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΣΠΡΟΠΥΡΓΟΥ,"1ο ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΑΣΠΡΟΠΥΡΓΟΥ,ΑΓΙΑΣ ΜΑΡΙΝΗΣ 21,ΑΣΠΡΟΠΥΡΓΟΥ",Επαναλειτουργία σχολείου,2020-11-07
ΑΝ.ΡΩΜΥΛΙΑΣ-ΘΕΣΣΑΛΙΑΣ,ΠΕΤΡΟΥΠΟΛΕΩΣ,06-11-2020,2020-11-06,"Anatolikis Romilias ke Thessalias, Petroupoli 132 31, Greece",Το Γ5,38.0379921,23.6841929,Αναστέλλει τη λειτουργία του το Γ5,2020-11-02 13:05:07.644432,1ο ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,"1ο ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ,ΑΝ.ΡΩΜΥΛΙΑΣ-ΘΕΣΣΑΛΙΑΣ,ΠΕΤΡΟΥΠΟΛΕΩΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
Σ.Σ ΜΟΥΡΙΩΝ ΚΙΛΚΙΣ,ΚΙΛΚΙΣ,10-11-2020,2020-11-10,"Unnamed Road, Stathmos Mourion 610 03, Greece",,41.26298679999999,22.8412349,,2020-11-02 13:05:07.644432,ΓΕΝΙΚΟ ΛΥΚΕΙΟ Σ.Σ. ΜΟΥΡΙΩΝ ΚΙΛΚΙΣ - Σ.Σ. ΜΟΥΡΙΩΝ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ Σ.Σ. ΜΟΥΡΙΩΝ ΚΙΛΚΙΣ - Σ.Σ. ΜΟΥΡΙΩΝ,Σ.Σ ΜΟΥΡΙΩΝ ΚΙΛΚΙΣ,ΚΙΛΚΙΣ",Ολική αναστολή,2020-11-07
ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 204,ΘΕΣΣΑΛΟΝΙΚΗΣ,05-11-2020,2020-11-05,"Grigoriou Lampraki 204, Pilea 555 34, Greece",Το Α3,40.6120186,22.9834202,Αναστέλλει τη λειτουργία του το Α3,2020-11-02 13:05:07.644432,1ο ΓΥΜΝΑΣΙΟ ΜΑΛΑΚΟΠΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,"1ο ΓΥΜΝΑΣΙΟ ΜΑΛΑΚΟΠΗΣ ΘΕΣΣΑΛΟΝΙΚΗΣ,ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 204,ΘΕΣΣΑΛΟΝΙΚΗΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΜΗΤΡ. ΓΕΝΝΑΔΙΟΥ 3,ΚΑΛΑΜΑΡΙΑΣ,04-11-2020,2020-11-04,"Metropolitan Gennadiou 3, Thessaloniki 551 33, Greece",Τα Β3 & Β4 ,40.5696083,22.9620475,Αναστέλλουν τη λειτουργία τους τα Β3 & Β4 ,2020-11-02 13:05:07.644432,3ο ΓΥΜΝΑΣΙΟ ΚΑΛΑΜΑΡΙΑΣ,"3ο ΓΥΜΝΑΣΙΟ ΚΑΛΑΜΑΡΙΑΣ,ΜΗΤΡ. ΓΕΝΝΑΔΙΟΥ 3,ΚΑΛΑΜΑΡΙΑΣ",Επαναλειτουργία τμημάτων/τάξεων,2020-11-07
ΠΕΛΕΚΗΤΗ - ΑΜΑΞΑΔΩΝ,ΙΑΣΜΟΥ,09-11-2020,2020-11-09,"Ortadzhi 691 00, Greece",Η Δ Τάξη,41.0886469,25.2352995,Αναστέλλει τη λειτουργία της η Δ τάξη,2020-11-02 13:05:07.644432,ΜΕΙΟΝΟΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΛΕΚΗΤΗΣ,"ΜΕΙΟΝΟΤΙΚΟ ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΛΕΚΗΤΗΣ,ΠΕΛΕΚΗΤΗ - ΑΜΑΞΑΔΩΝ,ΙΑΣΜΟΥ",Μερική αναστολή,2020-11-07
ΠΑΛΛΑΤΙΔΗ  4-6,ΣΙΝΤΙΚΗΣ,12-11-2020,2020-11-12,"Palatidi 4-6, Sidirokastro 623 00, Greece",Τμήματα Γ1 & Γ2,41.2355854,23.3875289,Αναστέλλουν τη λειτουργία τους τα τμήματα Γ1 & Γ2,2020-11-02 13:05:07.644432,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΣΙΔΗΡΟΚΑΣΤΡΟΥ ΣΕΡΡΩΝ - ΠΑΛΛΑΤΙΔΕΙΟ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΣΙΔΗΡΟΚΑΣΤΡΟΥ ΣΕΡΡΩΝ - ΠΑΛΛΑΤΙΔΕΙΟ,ΠΑΛΛΑΤΙΔΗ  4-6,ΣΙΝΤΙΚΗΣ","Κλειστό, λόγω τοπικού lockdown",2020-11-07
Β. ΠΑΥΛΟΥ 2,ΠΕΛΛΑΣ,12-11-2020,2020-11-12,"Vasileos Pavlou 2, Kria Vrisi 583 00, Greece",Τα Β2 & Β2 Θετικων Σπουδων,40.6917018,22.3007745,Αναστέλλουν τη λειτουργία τους τα Β2 & Β2 ΘΕΤΙΚΩΝ ΣΠΟΥΔΩΝ,2020-11-02 13:05:07.644432,ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΡΥΑΣ ΒΡΥΣΗΣ ΠΕΛΛΑΣ,"ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΚΡΥΑΣ ΒΡΥΣΗΣ ΠΕΛΛΑΣ,Β. ΠΑΥΛΟΥ 2,ΠΕΛΛΑΣ",Μερική αναστολή,2020-11-07
