names,prize_money,best_rank,overall_surface_pct,hard_surface_pct,clay_surface_pct,grass_surface_pct,ranksDiff1,ranksDiff2,ranksDiff3,best_rank_std,age_turned_pro,age,plays,backhand,favorite_surface,hard_titles_std,clay_titles_std,titles_std,prize_money_std
Andrea Gaudenzi,235652.23,18,0.49,0.38,0.56,0.1,47.0,66.0,173.0,5.0,16.0,46.0,3,3,4,,0.23076923076923103,0.23076923076923103,12.370112395494
Edwin Kempes,80555.25,98,0.38,0.36,0.5,0.01,21.0,158.0,193.0,6.0,18.0,43.0,3,1,4,,,,11.29669856339
David Miketa,25342.75,175,0.01,,0.01,,518.0,226.0,98.0,,,44.0,3,1,1,,,,10.1402479720594
Jerome Hanquez,26712.25,225,0.01,,0.01,,289.0,474.0,342.0,,,45.0,3,1,1,,,,10.1928775406692
Alexei Popyrin,287803.0,87,0.37,0.38,0.25,0.33,475.0,50.0,5.0,2.0,17.0,20.0,3,3,10,,,,12.570031497286598
David Prinosil,308961.23,28,0.43,0.4,0.24,0.56,94.0,97.0,47.0,10.0,17.0,46.0,3,3,5,,,0.23076923076923103,12.640971078752301
Gvidas Sabeckis,25216.0,488,0.01,0.01,0.01,,147.0,200.0,13.0,,,35.0,3,3,1,,,,10.1352339926576
Gwinyai Tongoona,,678,0.17,0.01,0.01,,63.0,221.0,120.0,,,46.0,1,1,1,,,,
Fredrik Jonsson,48528.17,108,0.22,0.27,0.1,0.01,8.0,506.0,42.0,4.0,18.0,42.0,3,3,10,,,,10.7898997330544
Jay Gooding,,488,0.01,0.01,,,256.0,90.0,65.0,,,43.0,3,1,1,,,,
Felipe Meligeni Rodrigues Alves,,317,0.01,,0.01,,393.0,163.0,47.0,,,22.0,3,1,1,,,,
Ilya Belyaev,73005.0,272,0.01,0.01,,,1.0,101.0,117.0,6.0,14.0,29.0,3,1,1,,,,11.1982832109357
Axel Pretzsch,67363.0,99,0.31,0.38,0.01,0.01,167.0,105.0,216.0,6.0,19.0,43.0,3,3,10,,,,11.1178511847416
Bar Tzuf Botzer,6075.0,482,0.01,0.01,,,273.0,287.0,,,,26.0,3,1,1,,,,8.71193726820875
Ingo Neumuller,,462,0.01,,0.01,,287.0,98.0,18.0,,,40.0,3,1,1,,,,
Filip Urban,21103.0,333,0.25,,0.25,,211.0,28.0,74.0,,,37.0,3,3,1,,,,9.957170489452311
Diego Ayala,72482.0,431,0.01,0.01,,,141.0,168.0,98.0,,,40.0,3,1,1,,,,11.1910935341551
Blake Strode,60116.0,311,0.01,0.01,,,68.0,223.0,51.0,3.0,21.0,32.0,3,1,1,,,,11.004031308054
Benjamin Hassan,15329.5,293,0.86,0.8,0.99,,205.0,63.0,36.0,,,25.0,3,1,1,,,,9.63753435554791
Jack Brasington,57923.33,125,0.2,0.17,0.33,0.01,192.0,59.0,263.0,2.0,23.0,43.0,3,1,10,,,,10.9668755185009
Bostjan Osabnik,7687.0,381,0.43,0.5,0.33,,137.0,263.0,4.0,,,37.0,3,3,1,,,,8.94728586934913
Jan Kroslak,146166.12,53,0.44,0.46,0.33,0.31,120.0,316.0,342.0,6.0,18.0,45.0,3,1,8,0.125,,0.25,11.892499062096501
Dominic Inglot,,561,0.01,0.01,,,29.0,184.0,59.0,,,34.0,3,1,1,,,,
Denis Golovanov,74666.0,152,0.01,0.01,,0.01,22.0,20.0,573.0,4.0,18.0,40.0,2,1,1,,,,11.220780113557801
Cedric Kauffmann,39963.67,195,0.01,0.01,0.01,0.01,37.0,274.0,440.0,,,44.0,3,1,1,,,,10.5957260703871
Francisco Clavet,267414.5,18,0.53,0.48,0.58,0.5,2.0,62.0,245.0,4.0,19.0,51.0,2,3,4,0.0625,0.4375,0.5,12.4965551680586
Bradley Mousley,,259,,,,,237.0,5.0,,3.0,19.0,24.0,3,2,1,,,,
Aqeel Khan,729.75,349,0.42,0.37,0.38,0.56,152.0,22.0,238.0,6.0,18.0,40.0,3,1,9,,,,6.59270200973422
Jaroslav Levinsky,778283.0,239,0.01,,0.01,,139.0,21.0,183.0,3.0,18.0,39.0,3,1,1,,,,13.5648454902317
Francisco Cabello,59325.0,119,0.29,,0.29,,81.0,62.0,190.0,4.0,21.0,47.0,3,1,1,,,,10.990786081304
Ignacio Hirigoyen,54368.5,231,0.25,0.01,0.33,,114.0,94.0,31.0,2.0,23.0,44.0,3,1,1,,,,10.903540221015598
Fernando Meligeni,196566.69,25,0.48,0.35,0.55,0.14,29.0,3.0,136.0,9.0,18.0,48.0,2,2,4,,0.23076923076923103,0.23076923076923103,12.188757042024902
Artem Dubrivnyy,40724.0,394,0.01,0.01,,,329.0,149.0,18.0,,,21.0,3,3,1,,,,10.614572878227099
Devin Britton,40638.0,378,0.01,0.01,,,60.0,333.0,482.0,4.0,17.0,28.0,3,3,1,,,,10.612458868443
Johan Ortegren,,295,0.33,0.5,0.01,,117.0,131.0,312.0,,,41.0,3,1,1,,,,
Christian Vinck,68933.43,101,0.26,0.28,0.21,0.38,70.0,76.0,161.0,8.0,17.0,44.0,2,1,9,,,,11.1408965352684
Jonathan Igbinovia,,461,0.01,0.01,,,232.0,56.0,299.0,,,39.0,3,1,1,,,,
Gaston Etlis,155945.9,114,0.35,0.45,0.28,0.01,6.0,64.0,1.0,7.0,18.0,45.0,3,2,10,,,,11.957264431212598
Jonathan Erlich,519604.4,292,0.5,0.56,,0.33,15.0,66.0,23.0,3.0,18.0,42.0,3,2,10,,,,13.160823031795099
Alejandro Tabilo,82413.0,166,0.5,0.5,0.5,,625.0,40.0,,,,22.0,2,3,1,,,,11.319498470444
Erling Tveit,,484,0.01,0.01,0.01,,1.0,89.0,199.0,,,35.0,2,1,1,,,,
Aleksandre Metreveli,34708.0,264,0.4,0.33,0.5,,412.0,230.0,,,,26.0,3,3,1,,,,10.4547254869134
Elliot Benchetrit,77449.67,198,0.2,0.01,0.33,,125.0,58.0,12.0,4.0,17.0,21.0,3,3,1,,,,11.257383585022499
Daniel Melo,111846.5,151,0.01,0.01,0.01,,94.0,156.0,190.0,4.0,19.0,42.0,2,1,1,,,,11.6248826745199
Daniel Nestor,755039.47,58,0.42,0.44,0.14,0.43,1.0,440.0,159.0,8.0,18.0,47.0,2,3,3,,,,13.5345253050104
Adam Kennedy,22234.0,358,0.01,0.01,,0.01,57.0,420.0,40.0,,,37.0,3,1,1,,,,10.009377927793599
Juan Balcells,135966.83,57,0.46,0.43,0.52,0.01,24.0,14.0,228.0,5.0,20.0,44.0,3,2,4,,0.166666666666667,0.166666666666667,11.820166237911598
Emil Ruusuvuori,18731.75,101,0.5,0.56,0.5,,285.0,262.0,22.0,,,20.0,3,3,10,,,,9.83797522406874
Adrian Voinea,183627.7,36,0.44,0.44,0.47,0.26,13.0,29.0,86.0,3.0,18.0,45.0,3,2,12,,0.1,0.1,12.120665617248301
Ergun Zorlu,,795,0.01,,,0.01,81.0,83.0,26.0,,,35.0,3,1,1,,,,
Bernardo Mota,18075.43,194,0.38,0.01,0.41,,20.0,46.0,309.0,6.0,19.0,48.0,3,1,14,,,,9.802308836508859
Cristiano Caratti,91261.07,26,0.38,0.41,0.33,0.21,103.0,44.0,276.0,2.0,18.0,49.0,3,2,12,,,,11.4214795791552
Milen Velev,10477.33,121,0.44,0.01,0.52,,240.0,538.0,,2.0,19.0,48.0,3,1,4,,,,9.25696915442302
Igor Gaudi,34334.0,169,0.01,,0.01,0.01,184.0,215.0,,,,44.0,3,2,1,,,,10.443891395830901
Brandon Nakashima,31170.0,255,0.67,0.67,,,160.0,112.0,,,,18.0,3,3,1,,,,10.3472113727614
Miles Maclagan,30967.12,172,0.2,0.01,0.14,0.29,141.0,410.0,,2.0,18.0,45.0,3,2,9,,,,10.3406812754239
Gianluca Pozzi,142002.19,40,0.4,0.42,0.15,0.47,112.0,231.0,,17.0,18.0,54.0,2,2,5,0.0625,,0.0625,11.863597758999699
Sebastien Lareau,239973.5,76,0.42,0.44,0.15,0.39,105.0,578.0,,4.0,17.0,46.0,3,1,3,,,,12.3882837795611
Hyun Joon Kim,,712,0.67,0.99,0.01,,89.0,17.0,,,,32.0,2,1,1,,,,
Mariano Hood,211916.25,153,0.36,,0.36,,306.0,62.0,,7.0,19.0,46.0,2,1,4,,,,12.2639464284326
Byron Black,322485.94,22,0.53,0.53,0.39,0.61,161.0,121.0,,5.0,21.0,50.0,3,3,9,0.125,,0.125,12.6838148173684
Iztok Bozic,10137.12,197,0.5,0.5,0.56,,205.0,329.0,,,,48.0,3,1,14,,,,9.223959213134169
Ivan Vajda,25568.0,223,0.01,,0.01,,129.0,183.0,,,,41.0,3,1,1,,,,10.149096848566
Ivo Bratanov,,633,0.5,0.01,0.99,,130.0,13.0,,,,42.0,3,1,1,,,,
Rayane Roumane,32282.0,358,0.01,0.01,,,585.0,1.0,,,,19.0,3,3,1,,,,10.3822650783332
Daniel Michalski,2893.0,421,0.99,0.99,,,92.0,16.0,,,,20.0,1,1,1,,,,7.970049304976139
Sergi Bruguera,775479.93,3,0.62,0.56,0.69,0.5,23.0,182.0,,6.0,17.0,49.0,3,3,4,0.0666666666666667,0.866666666666667,0.933333333333333,13.5612373811865
Pete Sampras,2885365.93,1,0.77,0.8,0.62,0.84,7.0,3.0,,5.0,16.0,48.0,3,2,9,2.4,0.2,4.26666666666667,14.8751622887025
Irakli Ushangishvili,,675,0.25,0.01,0.5,,233.0,249.0,,,,38.0,1,1,1,,,,
Reginald Willems,85760.0,145,0.5,,0.5,,363.0,68.0,,,,42.0,3,1,1,,,,11.359307976304601
Daniel Vacek,436671.64,26,0.44,0.46,0.35,0.41,155.0,356.0,,6.0,18.0,48.0,3,2,5,,,,12.9869367957573
Ronald Agenor,111922.28,22,0.47,0.37,0.52,0.33,51.0,723.0,,6.0,18.0,55.0,3,2,4,,0.111111111111111,0.166666666666667,11.625559980825901
Martin Rodriguez,174480.14,71,0.29,0.14,0.34,0.01,96.0,673.0,,8.0,21.0,50.0,3,1,4,,,,12.0695662032594
Hector Moretti,40729.0,186,0.01,,0.01,,160.0,124.0,,9.0,18.0,47.0,3,1,1,,,,10.614695648413699
Franz Stauder,42382.5,322,0.01,,,0.01,123.0,252.0,,,,42.0,3,1,1,,,,10.6544908201721
Marc Abdulnour,,747,0.43,0.4,0.5,,38.0,190.0,,,,31.0,3,1,1,,,,
Helder Lopes,,455,0.33,0.01,0.5,,132.0,144.0,,,,42.0,3,1,1,,,,
Martin Damm,409355.14,42,0.43,0.41,0.18,0.48,318.0,168.0,,7.0,17.0,47.0,3,3,5,,,,12.922338371217801
Philip Davydenko,26490.5,390,0.33,0.01,0.5,,463.0,399.0,,,,27.0,3,2,1,,,,10.184541457135198
Michael Tebbutt,123827.56,87,0.43,0.46,0.4,0.27,287.0,99.0,,2.0,22.0,49.0,2,1,12,,,,11.7266452315815
Rob Steckley,,464,0.25,0.01,0.5,,126.0,134.0,,,,40.0,3,1,1,,,,
Claude Ngoran,,200,0.59,0.62,0.58,,430.0,65.0,,,,44.0,2,1,10,,,,
Chun Hsin Tseng,6378.0,272,0.5,0.5,,,181.0,26.0,,,,18.0,3,3,1,,,,8.76060984757
Marzio Martelli,53355.17,96,0.37,0.46,0.35,0.33,75.0,381.0,,1.0,24.0,48.0,3,1,10,,,,10.8847261592512
Hao Lu,,592,0.6,0.5,0.99,0.01,200.0,133.0,,,,36.0,3,1,1,,,,
Henri Kontinen,834574.0,220,0.54,0.33,0.99,0.5,17.0,220.0,,2.0,17.0,29.0,3,2,10,,,,13.6346766940064
Richard Fromberg,173716.0,24,0.47,0.48,0.5,0.45,225.0,418.0,,2.0,17.0,49.0,3,3,11,0.0666666666666667,0.2,0.266666666666667,12.0651770608253
Martijn Van Haasteren,25194.0,474,0.43,0.75,0.01,,122.0,318.0,,,,39.0,3,1,1,,,,10.134361149912198
Sanchai Ratiwatana,,831,0.33,0.5,0.01,,75.0,116.0,,,,38.0,3,1,1,,,,
Cedric Pioline,494359.21,5,0.55,0.56,0.54,0.59,68.0,35.0,,11.0,19.0,50.0,3,2,14,0.0714285714285714,0.14285714285714302,0.3571428571428571,13.1110176776767
Chris Woodruff,190365.9,29,0.51,0.52,0.46,0.5,51.0,378.0,,4.0,20.0,47.0,3,3,3,0.1,,0.2,12.156703288661001
Ryan Henry,27824.0,424,0.01,0.01,,,18.0,395.0,,1.0,17.0,35.0,3,1,1,,,,10.2336542365941
Colin Obrien,,599,0.6,0.5,0.99,0.5,105.0,8.0,,,,35.0,1,1,1,,,,
Denes Lukacs,,402,0.4,0.99,0.25,,487.0,189.0,,,,33.0,3,3,1,,,,
Mikal Oliver Statham,,711,0.5,0.99,0.01,,151.0,211.0,,,,32.0,3,1,1,,,,
Richard Krajicek,839785.42,4,0.65,0.67,0.6,0.72,76.0,35.0,,10.0,17.0,48.0,3,2,9,0.583333333333333,0.0833333333333333,1.4166666666666698,13.640901685804998
Kristian Capalik,23285.0,272,0.38,0.33,0.01,0.5,20.0,159.0,,,,41.0,3,1,1,,,,10.0555646554165
Federico Dondo,5672.5,232,0.5,0.56,0.48,,173.0,219.0,,,,48.0,3,1,14,,,,8.643385216654
Jordan Kerr,,356,,,,,178.0,70.0,,2.0,18.0,40.0,3,3,1,,,,
Julian Alonso,170578.2,30,0.45,0.31,0.51,0.01,188.0,214.0,,3.0,17.0,42.0,3,2,4,,0.4,0.4,12.0469491215839
Ugo Nastasi,,656,0.17,0.22,0.01,,121.0,126.0,,,,26.0,3,1,10,,,,
Amro Ghoneim,,261,0.36,0.01,0.44,0.01,610.0,38.0,,,,45.0,3,1,4,,,,
Federico Sansonetti,,525,0.5,0.01,0.56,,318.0,217.0,,,,33.0,3,1,4,,,,
Laurence Tieleman,96641.25,76,0.41,0.39,0.1,0.53,586.0,22.0,,6.0,20.0,47.0,3,2,9,,,,11.478760947687599
Jordi Munoz Abreu,,659,0.14,0.01,0.01,,109.0,181.0,,,,30.0,1,1,1,,,,
Jeff Coetzee,485087.5,184,0.01,,,0.01,52.0,352.0,,3.0,18.0,42.0,3,3,1,,,,13.0920845660184
Jeff Tarango,233143.06,42,0.45,0.47,0.45,0.34,211.0,407.0,,3.0,20.0,51.0,2,3,12,0.125,,0.125,12.3594075355485
Febi Widhiyanto,,495,0.65,0.65,,,411.0,333.0,,,,40.0,3,1,10,,,,
Eyal Erlich,24681.86,144,0.35,0.43,,0.01,180.0,219.0,,2.0,18.0,43.0,3,1,10,,,,10.113823839847301
Alexander Shvec,9271.78,195,0.45,0.4,0.17,,144.0,261.0,,,,47.0,3,1,3,,,,9.134730657386921
Olivier Sajous,,508,0.44,0.57,0.01,,63.0,17.0,,,,33.0,3,1,1,,,,
John Doran,,357,0.57,0.67,0.43,,216.0,394.0,,,,41.0,3,1,4,,,,
Emanuel Couto,24454.64,174,0.42,0.33,0.45,,122.0,603.0,,6.0,16.0,46.0,3,1,4,,,,10.104575251949099
Alen Avidzba,35396.0,380,0.5,0.5,,,5.0,35.0,,,,20.0,3,3,1,,,,10.474354098387199
Alexis Klegou,,633,0.5,0.99,0.01,,172.0,219.0,,,,31.0,1,1,1,,,,
Vadim Davletshin,29751.5,383,0.01,0.01,,,45.0,126.0,,,,35.0,1,1,1,,,,10.3006348298708
Jim Thomas,267184.33,288,0.01,0.01,,0.01,33.0,300.0,,2.0,21.0,45.0,3,2,1,,,,12.4956940737153
Yibing Wu,38103.67,298,0.33,0.27,,,7.0,,,2.0,17.0,20.0,3,3,10,,,,10.548065881935099
Orlin Stanoytchev,60564.38,96,0.26,0.21,0.3,0.17,119.0,194.0,,7.0,21.0,48.0,3,1,4,,,,11.011462210463
Andrey Dernovskiy,,579,0.18,0.01,0.14,,196.0,58.0,,,,37.0,1,1,4,,,,
James Sekulov,40782.67,123,0.27,0.35,0.01,0.01,272.0,108.0,,,,43.0,3,2,10,,,,10.6160125152564
Stephane Huet,66197.88,96,0.26,0.23,0.37,0.29,166.0,606.0,,10.0,18.0,48.0,2,1,4,,,,11.100403717243099
Mose Navarra,,119,0.36,0.01,0.33,0.4,191.0,476.0,,,,45.0,2,1,14,,,,
Nuno Marques,57165.27,86,0.36,0.4,0.37,0.17,274.0,127.0,,9.0,15.0,49.0,2,1,12,,,,10.953701825134699
James Shortall,,684,0.25,0.33,,0.01,158.0,49.0,,,,40.0,3,1,1,,,,
Barry Cowan,45122.29,162,0.19,0.25,0.01,0.19,35.0,237.0,,9.0,16.0,45.0,2,2,10,,,,10.7171316384301
Dmitri Tomashevich,16703.83,261,0.52,0.43,0.57,0.99,38.0,470.0,,,,46.0,3,1,4,,,,9.72339331342751
Paul Hanley,944925.33,395,0.01,0.01,0.01,,316.0,121.0,,3.0,19.0,42.0,3,2,1,,,,13.7588611874809
Younes Rachidi,,753,0.5,0.5,0.01,,116.0,56.0,,,,33.0,3,1,1,,,,
Ashley Fisher,,489,,,,,133.0,71.0,,2.0,22.0,44.0,3,2,1,,,,
Jan Siemerink,334437.92,14,0.5,0.51,0.38,0.47,23.0,311.0,,9.0,18.0,49.0,2,2,3,0.153846153846154,,0.307692307692308,12.720206550892902
Sonchat Ratiwatana,,655,0.29,0.2,0.01,,100.0,121.0,,,,38.0,3,1,1,,,,
Mahesh Bhupathi,740656.33,217,0.26,0.18,0.25,0.38,114.0,223.0,,3.0,20.0,45.0,3,1,9,,,,13.5152920045206
Stefano Tarallo,71544.0,147,0.5,,0.5,,367.0,176.0,,,,43.0,3,1,1,,,,11.178067924026001
Pedro Braga,59313.0,251,0.01,,0.01,,28.0,27.0,,,,45.0,3,1,1,,,,10.990583785243
Luke Milligan,,217,0.42,0.67,0.01,0.38,196.0,129.0,,,,43.0,3,1,9,,,,
Liam Caruana,28580.0,375,0.01,0.01,,,49.0,48.0,,,,22.0,3,3,1,,,,10.260462451483901
Leonardo Olguin,94988.0,180,0.01,,0.01,,254.0,22.0,,,,44.0,3,1,1,,,,11.461505846814699
Ergi Kirkin,14811.0,488,0.01,,,0.01,68.0,5.0,,,,21.0,3,3,1,,,,9.60312542692697
Jannik Sinner,393235.0,68,0.42,0.44,0.43,0.01,473.0,7.0,,2.0,16.0,18.0,3,3,14,,,,12.882162676518499
Taso Vasiliadis,10317.33,365,0.4,0.67,0.01,,23.0,276.0,,,,46.0,3,1,1,,,,9.24158028463129
Yu Zhang,,696,0.21,0.24,,0.01,69.0,121.0,,,,43.0,3,1,10,,,,
Artem Derepasko,47630.5,189,0.01,,,0.01,84.0,146.0,,,,40.0,3,1,1,,,,10.7712285913254
Adrian Bodmer,22947.0,455,0.01,0.01,,,454.0,177.0,,,,25.0,3,2,1,,,,10.04094248799
Tapio Nurminen,,212,0.14,0.01,0.01,,35.0,320.0,,,,44.0,3,1,1,,,,
Patrick Rafter,1012102.55,1,0.65,0.67,0.51,0.75,8.0,,,8.0,18.0,47.0,3,2,9,0.6363636363636359,,1.0,13.8275404576877
Diego Del Rio,181755.0,274,0.01,,0.01,,173.0,,,4.0,17.0,47.0,3,1,1,,,,12.1104149053337
David Skoch,96754.12,133,0.29,0.01,0.38,,15.0,,,3.0,17.0,43.0,3,3,4,,,,11.479928193964698
Eduardo Nicolas,58754.0,146,0.43,,0.43,,141.0,,,8.0,19.0,47.0,3,1,1,,,,10.9811145147951
Eduardo Medica,53679.5,109,0.33,,0.33,,59.0,,,4.0,19.0,44.0,3,1,1,,,,10.890786457146099
David Wheaton,349226.73,12,0.55,0.55,0.53,0.64,290.0,,,3.0,18.0,50.0,3,3,9,,0.0666666666666667,0.2,12.7634766464098
Todd Perry,777545.0,385,0.01,0.01,,,89.0,,,3.0,21.0,43.0,3,1,1,,,,13.563896799174199
Andy Fahlke,62211.0,181,0.01,,0.01,,102.0,,,4.0,16.0,40.0,3,1,1,,,,11.0382871119659
Todd Woodbridge,592871.76,19,0.51,0.53,0.37,0.59,20.0,,,9.0,16.0,48.0,3,2,9,0.0588235294117647,0.0588235294117647,0.11764705882352902,13.2927333982693
Andrei Merinov,37126.4,141,0.33,0.4,0.17,,136.0,,,,,48.0,2,1,10,,,,10.5220835858317
Andrei Medvedev,560130.0,4,0.6,0.56,0.67,0.47,98.0,,,3.0,16.0,45.0,3,3,4,0.166666666666667,0.75,0.916666666666667,13.235924178627501
Ben Ellwood,55494.43,140,0.22,0.21,,0.25,115.0,,,2.0,17.0,43.0,3,1,10,,,,10.924037934337699
Thierry Guardiola,52593.6,106,0.22,0.26,0.21,,410.0,,,11.0,17.0,48.0,3,1,10,,,,10.870349718319199
Alex Lopez Moron,118879.57,100,0.33,0.01,0.37,0.01,425.0,,,5.0,19.0,49.0,3,3,4,,,,11.6858662428522
Alberto Berasategui,467618.7,7,0.58,0.4,0.65,0.01,584.0,,,3.0,17.0,46.0,3,3,4,,1.4,1.4,13.0554084992261
Alex Obrien,,30,0.41,0.42,0.32,0.42,195.0,,,,,50.0,3,1,5,0.0909090909090909,,0.0909090909090909,
Alexander Reichel,22569.83,204,0.27,0.33,0.01,0.5,135.0,,,4.0,21.0,49.0,3,1,10,,,,10.0243693376609
Rodolphe Gilbert,,61,0.37,0.38,0.38,0.18,352.0,,,,,51.0,2,1,12,,,,
Roberto Carretero,75579.0,58,0.34,0.2,0.36,,413.0,,,3.0,17.0,44.0,3,2,4,,0.111111111111111,0.111111111111111,11.2329337458025
Daniele Musa,45838.75,133,0.23,0.25,0.25,,208.0,,,3.0,19.0,47.0,3,1,4,,,,10.7328850822559
Brian Macphie,,126,0.42,0.39,0.01,0.5,329.0,,,,,47.0,2,1,9,,,,
Slava Dosedel,188654.77,26,0.5,0.43,0.56,0.33,88.0,,,5.0,18.0,49.0,3,3,4,,0.23076923076923103,0.23076923076923103,12.147674009992
Christian Ruud,107677.92,39,0.46,0.37,0.52,0.01,146.0,,,4.0,18.0,47.0,3,3,4,,,,11.5868998281987
Scott Barron,4282.75,263,0.38,0.29,0.6,,183.0,,,,,45.0,3,1,4,,,,8.36235060561057
Mauricio Hadad,,78,0.55,0.47,0.65,0.01,212.0,,,,,48.0,3,1,4,,0.0909090909090909,0.0909090909090909,
Leander Paes,451105.58,73,0.51,0.41,0.43,0.66,111.0,,,7.0,17.0,46.0,3,2,9,,,0.0526315789473684,13.0194566930828
Frederik Fetterlein,36796.75,75,0.37,0.48,0.29,0.44,309.0,,,6.0,18.0,49.0,3,3,5,,,,10.513164805039601
Marcos Ondruska,152927.42,27,0.44,0.47,0.45,0.43,59.0,,,4.0,16.0,47.0,3,3,11,,,,11.9377187087363
Ignacio Truyol,109540.0,104,0.4,0.33,0.43,,25.0,,,3.0,19.0,46.0,3,1,4,,,,11.6040450583377
Magnus Gustafsson,284093.06,10,0.62,0.55,0.65,0.5,1.0,,,5.0,19.0,53.0,3,3,2,0.125,0.5,0.875,12.5570571395256
Jason Stoltenberg,217307.13,19,0.53,0.52,0.58,0.62,119.0,,,7.0,16.0,49.0,3,2,11,,0.2,0.266666666666667,12.289066977487199
Lorenzo Manta,53637.75,103,0.27,0.39,0.01,0.33,334.0,,,8.0,17.0,45.0,3,1,5,,,,10.8900083902071
Hernan Gumy,153347.0,39,0.47,0.4,0.51,0.01,492.0,,,5.0,19.0,48.0,3,2,4,,0.125,0.125,11.9404586062601
Hendrik Dreekmann,152159.44,39,0.45,0.54,0.38,0.37,8.0,,,5.0,16.0,45.0,3,3,10,,,,11.932684197435998
Martin Garcia,434270.0,342,0.01,,0.01,0.01,54.0,,,2.0,18.0,42.0,3,1,1,,,,12.9814217394619
Nicola Bruno,42871.5,169,0.17,0.33,0.01,,324.0,,,1.0,20.0,49.0,3,1,1,,,,10.6659625484831
Fazaluddin Syed,,396,0.44,0.01,,0.67,114.0,,,1.0,23.0,45.0,3,1,1,,,,
Jonathan Stark,247759.0,36,0.47,0.46,0.37,0.49,297.0,,,3.0,19.0,48.0,3,3,3,,,0.153846153846154,12.4202117784749
Johan Van Herck,89674.12,65,0.41,0.35,0.47,0.01,628.0,,,4.0,18.0,45.0,3,1,12,,,,11.403937489137899
Filip Dewulf,136726.09,39,0.44,0.37,0.5,0.25,819.0,,,7.0,17.0,47.0,3,3,4,,0.0909090909090909,0.18181818181818202,11.825734860390199
Francisco Cerundolo,21673.0,228,0.01,,0.01,,5.0,,,4.0,17.0,21.0,3,3,1,,,,9.983822525188401
Lucas Arnold Ker,272665.33,77,0.42,0.3,0.46,0.01,,,,4.0,19.0,45.0,3,1,4,,,,12.516000424704302
Thomas Muster,681498.72,1,0.7,0.64,0.77,0.44,,,,11.0,17.0,52.0,2,2,4,0.166666666666667,2.22222222222222,2.44444444444444,13.4320496519071
Jared Palmer,284432.42,35,0.46,0.46,0.53,0.39,,,,3.0,19.0,48.0,3,2,4,,0.0833333333333333,0.0833333333333333,12.558250964788499
Bernd Karbacher,204305.7,22,0.46,0.44,0.53,0.24,,,,6.0,20.0,51.0,3,3,4,,0.2,0.2,12.2273726805634
Luke Jensen,101019.62,168,0.22,0.21,0.25,0.25,,,,1.0,20.0,53.0,1,2,4,,,,11.5230700343836
Kevin Ullyett,344897.58,107,0.38,0.35,,0.5,,,,10.0,17.0,47.0,3,2,9,,,,12.751002782373801
Wade Mcguire,40922.8,163,0.26,0.23,0.4,0.01,,,,2.0,23.0,50.0,3,1,4,,,,10.6194426439221
Jim Courier,1002438.0,1,0.68,0.71,0.68,0.62,,,,4.0,17.0,49.0,3,3,15,1.21428571428571,0.3571428571428571,1.64285714285714,13.8179455908638
Alex Radulescu,116481.17,51,0.42,0.44,0.12,0.53,,,,,,45.0,3,2,9,,,,11.665484908022899
Karsten Braasch,124770.33,38,0.42,0.46,0.34,0.44,,,,7.0,19.0,52.0,2,2,6,,,,11.734229966268101
Joao Cunha Silva,43271.0,108,0.35,0.41,0.33,0.2,,,,4.0,19.0,52.0,3,1,12,,,,10.6752379436521
Ville Liukko,16402.29,117,0.52,0.44,0.33,,,,,4.0,20.0,45.0,3,1,3,,,,9.70517623821069
Javier Sanchez,276738.19,23,0.49,0.45,0.54,0.27,,,,8.0,18.0,52.0,3,1,4,0.0625,0.1875,0.25,12.5308271757669
Kris Goossens,105549.33,90,0.23,0.01,0.29,0.01,,,,3.0,19.0,46.0,3,1,4,,,,11.5669337055538
Andrei Chesnokov,181422.82,9,0.57,0.57,0.64,0.27,,,,6.0,19.0,54.0,3,3,4,0.17647058823529396,0.23529411764705901,0.411764705882353,12.1085856080896
Mikael Tillstrom,225452.22,39,0.5,0.54,0.47,0.27,,,,5.0,19.0,48.0,3,3,10,0.111111111111111,,0.111111111111111,12.3258635307735
Miguel Tobon,12512.7,205,0.48,0.38,0.54,,,,,7.0,20.0,51.0,3,1,4,,,,9.434499407511721
Michael Hill,300653.0,168,0.29,0.4,,0.01,,,,2.0,22.0,45.0,3,1,1,,,,12.6137120547981
Radomir Vasek,46513.56,91,0.33,0.5,0.3,0.33,,,,5.0,17.0,47.0,3,1,10,,,,10.7474991619679
David Caldwell,22820.4,170,0.18,0.18,,,,,,2.0,21.0,45.0,3,1,10,,,,10.035410151746198
Michael Sell,49061.83,136,0.27,0.35,0.01,0.01,,,,3.0,22.0,47.0,3,1,10,,,,10.800836618380599
Gene Mayer,106340.15,4,0.67,0.74,0.61,0.54,,,,7.0,16.0,63.0,3,3,10,0.538461538461538,0.153846153846154,1.07692307692308,11.574398197627199
Oscar Martinez,80000.0,68,0.41,0.01,0.43,0.01,,,,3.0,17.0,45.0,3,2,4,,,,11.289781913656
Nicklas Kulti,245149.69,32,0.46,0.42,0.46,0.54,,,,4.0,17.0,48.0,3,3,9,0.153846153846154,,0.23076923076923103,12.4096242825467
Omar Camporese,123882.69,18,0.49,0.53,0.46,0.38,,,,5.0,18.0,51.0,3,2,12,,,0.153846153846154,11.7270903484139
Dirk Dier,55506.57,118,0.25,0.2,0.36,0.01,,,,6.0,18.0,48.0,3,1,4,,,,10.924256671106699
